UF,Classe,month,seasonal_factor,var
MA,residencial,1,0.9705857872234744,93006437761.205
MA,residencial,2,0.9038522680849608,80658389067.38
MA,residencial,3,0.8645793528292798,73791873027.845
MA,residencial,4,0.9150452705163052,82649501136.02
MA,residencial,5,0.9675832748942848,92409326474.58
MA,residencial,6,0.985927237235742,95947843740.5
MA,residencial,7,1.0173882664388694,102163435920.045
MA,residencial,8,1.0088621392351074,100465017402.42
MA,residencial,9,1.0695103237653265,112920350764.5
MA,residencial,10,1.1063822639637333,120843244051.22
MA,residencial,11,1.104921162774096,120524052061.125
MA,residencial,12,1.0853626530388203,116286775088.72
MA,rural,1,0.7926832893237339,241927405.445
MA,rural,2,0.7655745032114781,216176503.80500004
MA,rural,3,0.783958998670031,204264493.205
MA,rural,4,0.8535798852632518,237624360.02
MA,rural,5,1.0504392824330933,355588445.205
MA,rural,6,1.0626814322213536,387738843.38
MA,rural,7,1.1074613246839449,421219507.5199999
MA,rural,8,1.098131635016388,393280644.24500006
MA,rural,9,1.186352997256888,440896512.5
MA,rural,10,1.2236684835000136,469787878.12500006
MA,rural,11,1.1336276517908497,344090391.12000006
MA,rural,12,0.9418405166289746,243562313.405
MG,comercial,1,1.00878847359708,42748996960.08
MG,comercial,2,0.9881203500696952,42411475519.22001
MG,comercial,3,1.094754966117832,53285747959.20501
MG,comercial,4,1.0195067205255617,45237853473.62
MG,comercial,5,0.9790714915160512,40820473574.71999
MG,comercial,6,0.9406597242359552,40815902041.91999
MG,comercial,7,0.9194572458695712,32802441045.12499
MG,comercial,8,0.9406679011499356,32578655118.24499
MG,comercial,9,0.9935852542465384,37217040420.605
MG,comercial,10,1.056359682457982,40927234422.42001
MG,comercial,11,0.9977823473795768,30486422279.11999
MG,comercial,12,1.0612458428342186,34935333048.17999
MG,industrial,1,1.0053937074734385,3705172264573.52
MG,industrial,2,0.9417558645014368,3245294909382.4795
MG,industrial,3,1.0413715405315465,3971125620000.0
MG,industrial,4,1.011305859209652,3747193755113.2046
MG,industrial,5,1.024683192812633,3859367092060.501
MG,industrial,6,1.0087784758909046,3738721881786.125
MG,industrial,7,1.044334697505129,4026346411946.445
MG,industrial,8,1.0131832005083576,3802195425618.0
MG,industrial,9,0.9894018011943108,3604141297900.1255
MG,industrial,10,1.0270573195404942,3890411326519.381
MG,industrial,11,0.9681552645084625,3489967338141.7803
MG,industrial,12,0.9245790763236348,3201981339133.5205
MG,outros,1,0.9762428794137727,17974629844.204998
MG,outros,2,0.9478312302766492,15876800290.579996
MG,outros,3,1.0570368589650407,19430828124.480003
MG,outros,4,0.9957078694970268,17286228203.445
MG,outros,5,0.9947973226956236,15801566432.645
MG,outros,6,0.956883025282276,14122451534.420002
MG,outros,7,0.972096797376316,12025663104.005
MG,outros,8,0.986071985870528,11235769503.005005
MG,outros,9,1.015605400883305,12642360368.445002
MG,outros,10,1.0513879326922582,13462698414.079998
MG,outros,11,1.0000538045598957,11146917222.72
MG,outros,12,1.0462848924873074,12441442798.804998
MG,residencial,1,1.025818774437658,
MG,residencial,2,0.9708536670321384,
MG,residencial,3,1.069829973994251,
MG,residencial,4,0.9868857758543575,
MG,residencial,5,0.9685633017665322,
MG,residencial,6,0.9628335056149774,
MG,residencial,7,0.9337167742043678,
MG,residencial,8,0.9630864225149058,
MG,residencial,9,1.006952159384442,
MG,residencial,10,1.0453396728912805,
MG,residencial,11,0.9853911243429996,
MG,residencial,12,1.0807288479620896,
MG,rural,1,0.6823057012297317,18518058617.645
MG,rural,2,0.8300974211297939,28707961651.22
MG,rural,3,1.0544266803458198,47100250120.49999
MG,rural,4,0.9373815701968664,36946073463.60501
MG,rural,5,1.0918262419132538,50606466172.02
MG,rural,6,1.1253056123437937,53450243750.48001
MG,rural,7,1.136665877759346,52034670282.420006
MG,rural,8,1.0851928878398682,46877229721.125
MG,rural,9,1.103271645064528,49307012211.845
MG,rural,10,1.2130074396459127,60470421495.125
MG,rural,11,0.9522703931649928,36641248207.380005
MG,rural,12,0.7882485293660934,24036574842.405003
MS,comercial,1,1.0183971304673698,330841509.11999995
MS,comercial,2,1.198312543498046,204294812.4799999
MS,comercial,3,1.1724599817977408,224416942.245
MS,comercial,4,1.141919802987312,99314780.48000003
MS,comercial,5,0.925795813480379,243655020.005
MS,comercial,6,0.847217731141924,135955103.04500002
MS,comercial,7,0.9059756946303336,3345.6199999999403
MS,comercial,8,0.899458215107875,7150627.445000003
MS,comercial,9,0.9089737137962418,114029161.28000005
MS,comercial,10,0.9805385727287328,125237468.47999996
MS,comercial,11,0.9931837892820814,105319389.77999996
MS,comercial,12,1.0077670110819636,168530112.32000002
MS,industrial,1,0.9801945586720694,7884176149.205001
MS,industrial,2,1.0024094302317714,7943759244.244999
MS,industrial,3,1.0143699064662588,8082849225.679999
MS,industrial,4,0.9914718065486444,7660150067.520001
MS,industrial,5,0.9878712594352952,7874648107.219997
MS,industrial,6,0.9654434594261854,7355571405.125
MS,industrial,7,0.9945052077920756,8087694153.125
MS,industrial,8,1.0444080743883115,8761702687.999998
MS,industrial,9,1.022601149857849,8670693478.445
MS,industrial,10,1.0195816785129763,8798502061.844997
MS,industrial,11,1.0142140242680944,8631101082.245
MS,industrial,12,0.9629294444004683,7913562237.405
MS,outros,1,1.0216658298360393,831194300.8800002
MS,outros,2,1.0072924473592308,870508675.125
MS,outros,3,1.0828365042335106,995922913.0049998
MS,outros,4,1.1081696116943756,1132765762.88
MS,outros,5,1.0070356309186428,818469386.4050001
MS,outros,6,0.9342832021063396,668364328.8450001
MS,outros,7,0.8925738774599243,515153641.2800001
MS,outros,8,0.8762877127925022,474862234.88
MS,outros,9,0.9834685533966268,677653705.125
MS,outros,10,1.0353938359329282,770092861.52
MS,outros,11,1.0104726353605389,747197287.3799999
MS,outros,12,1.0405201589093418,793055138.0
MS,residencial,1,1.119453299583654,
MS,residencial,2,1.1602031922417764,
MS,residencial,3,1.1725980653788477,
MS,residencial,4,1.017192290651464,
MS,residencial,5,0.947744073353018,
MS,residencial,6,0.8289486965443648,
MS,residencial,7,0.7718944079397455,
MS,residencial,8,0.7775544563023228,
MS,residencial,9,0.9696938787918068,
MS,residencial,10,1.0505755260047134,
MS,residencial,11,1.0387699854520325,
MS,residencial,12,1.1453721277562543,
MS,rural,1,1.0397173980201742,1207586025.68
MS,rural,2,1.156378979846764,1511669614.005
MS,rural,3,1.1082015592230363,1345959162.8449998
MS,rural,4,1.1396124392457552,1489428162.605
MS,rural,5,0.9557599725226754,1023450951.645
MS,rural,6,0.907766757426265,912623092.205
MS,rural,7,0.8325897953975481,638809619.2200001
MS,rural,8,0.9498155066515463,846434940.125
MS,rural,9,0.9715306519916262,878140232.0
MS,rural,10,0.960200093254048,860988055.4449999
MS,rural,11,0.989701759738428,977368156.88
MS,rural,12,0.988725086682132,933651435.645
MT,comercial,1,0.9326886107468112,478310799.2450003
MT,comercial,2,1.021277579861991,223652790.08000013
MT,comercial,3,1.067400684230796,234948332.205
MT,comercial,4,1.01204229498371,399918792.97999984
MT,comercial,5,1.017013905283725,422733056.80500007
MT,comercial,6,0.9419264652647354,204393871.125
MT,comercial,7,0.920816233184519,188249846.4799999
MT,comercial,8,0.9524600605728304,355244512.5
MT,comercial,9,0.987314652695536,213988396.88
MT,comercial,10,1.1000755795260106,495086044.5
MT,comercial,11,1.064709629114274,457573600.98
MT,comercial,12,0.9822743045350606,233863564.5
MT,industrial,1,0.8998046227722717,13348456492.804996
MT,industrial,2,0.8608114368591774,11605139370.32
MT,industrial,3,0.9770447216435444,15887119480.445
MT,industrial,4,1.010829685565028,17736109638.245003
MT,industrial,5,1.0210523529912063,17983485390.08
MT,industrial,6,0.9827473494677876,16736339194.580002
MT,industrial,7,1.0384383927471312,19341491532.005
MT,industrial,8,1.101609974362061,21803606193.779995
MT,industrial,9,1.0604877904338337,20402565603.92
MT,industrial,10,1.0904710024724884,20954361271.22
MT,industrial,11,1.0042722359924263,17499725112.979996
MT,industrial,12,0.9524304346930424,15788023056.125002
MT,outros,1,0.911554422224622,2175209094.6450005
MT,outros,2,0.8962316625867115,1991581205.645
MT,outros,3,0.9787833286030816,2267256992.72
MT,outros,4,1.0117395261101756,2242805220.044999
MT,outros,5,1.010085475558527,2137422576.645
MT,outros,6,0.9837878083233256,1971248097.245
MT,outros,7,0.906354582203002,1588630617.9199998
MT,outros,8,0.96403688185423,1622294848.8450005
MT,outros,9,1.053038693821025,1776670089.0050004
MT,outros,10,1.144620347100989,2310354692.8200006
MT,outros,11,1.1054071932748302,2090354345.28
MT,outros,12,1.0343600783394808,1940900438.405
MT,residencial,1,0.9870335816888076,
MT,residencial,2,0.9820654220730404,
MT,residencial,3,0.9500678049108798,
MT,residencial,4,0.9565962650735256,
MT,residencial,5,1.0481711289983058,
MT,residencial,6,0.8852826827546408,
MT,residencial,7,0.8143104877800801,
MT,residencial,8,0.9216937050980414,
MT,residencial,9,1.0263664443734812,
MT,residencial,10,1.1976669955479309,
MT,residencial,11,1.1620919712398343,
MT,residencial,12,1.0686535104614314,
MT,rural,1,0.7179147973406211,1476461272.32
MT,rural,2,0.7398553931509867,1572096271.8049998
MT,rural,3,0.8244049750391518,2644237369.8050003
MT,rural,4,0.7939040517959538,2927356779.605
MT,rural,5,0.7401236192069315,2410720709.78
MT,rural,6,0.8256108839187702,3057924987.6049995
MT,rural,7,1.019443741278112,3951231628.82
MT,rural,8,1.3199566774279337,4104660194.045
MT,rural,9,1.3097832990856608,3567176559.005
MT,rural,10,1.3711679034149746,3975760371.8450007
MT,rural,11,1.2966719956788266,4211701598.405001
MT,rural,12,1.041162662662077,2438065569.245
PA,comercial,1,0.9243873306254698,3256065436.1233344
PA,comercial,2,0.887126542556493,2972324193.903333
PA,comercial,3,0.8906131171859555,2961856591.8100004
PA,comercial,4,0.9616294149240822,3387885763.743333
PA,comercial,5,0.9999946846122684,3615244412.173334
PA,comercial,6,1.006971190958182,3750385186.443334
PA,comercial,7,1.0349903981317332,3927145858.87
PA,comercial,8,1.0297183328082558,3866368283.003333
PA,comercial,9,1.041982730744878,3925175028.79
PA,comercial,10,1.0900638897615762,4325150342.643333
PA,comercial,11,1.0730938150348182,4223824796.543333
PA,comercial,12,1.0594285526562892,4052504343.4633327
PA,industrial,1,1.0082217078293825,394318909794.6833
PA,industrial,2,0.8822304560586107,301571023497.7092
PA,industrial,3,0.954248213868334,354035842206.6767
PA,industrial,4,0.9755949504777016,370968875348.9092
PA,industrial,5,0.9799715284566782,374635334295.3133
PA,industrial,6,0.9639399508841568,362212248182.2567
PA,industrial,7,0.9921439910447176,383013948208.1101
PA,industrial,8,1.0500541764282925,430846700595.6367
PA,industrial,9,1.011282379837623,397398180024.4067
PA,industrial,10,1.0610397664354878,438162456358.9626
PA,industrial,11,1.0550465173842452,434299734264.0358
PA,industrial,12,1.0662263612947689,444409078379.5767
PA,outros,1,0.9397606968494412,4594162215.413333
PA,outros,2,0.8998951628811903,4285236652.089999
PA,outros,3,0.995896035048246,5355531790.723334
PA,outros,4,0.9906359510940655,5216490682.823332
PA,outros,5,1.0092785219083076,5341961008.043334
PA,outros,6,1.0013401351407576,5264223914.203333
PA,outros,7,0.9804247914179964,4931859767.503334
PA,outros,8,0.9950231735920868,5061862058.363333
PA,outros,9,1.0407668079791017,5632506422.203333
PA,outros,10,1.07537156359265,6034756629.33
PA,outros,11,1.0332270071111822,5448243915.023333
PA,outros,12,1.038380153384974,5626070150.680001
PA,residencial,1,1.3015213934836694,96042575467.52
PA,residencial,2,1.2111245134001898,82726848799.99998
PA,residencial,3,1.2061780459024167,82361332144.07999
PA,residencial,4,0.8581965162212459,63200727102.603325
PA,residencial,5,0.8893239965173763,68561461620.810005
PA,residencial,6,0.9163769698738295,72847223001.56332
PA,residencial,7,0.9439846532715208,76648494914.02333
PA,residencial,8,0.9301551713017108,75046293541.81
PA,residencial,9,0.9525509912626166,78577169312.24333
PA,residencial,10,1.0109185806241794,87589002203.29001
PA,residencial,11,1.0325993431776663,92212326526.33
PA,residencial,12,0.9866778092256686,84796544058.20334
PA,rural,1,0.9468688528622604,268084995.4233333
PA,rural,2,0.8425053152514984,219058910.6633333
PA,rural,3,0.8436621604531376,219247794.49
PA,rural,4,0.995993032094752,269086141.0033334
PA,rural,5,0.9377512429998568,232097614.6900001
PA,rural,6,0.9432730917458252,250971591.4233333
PA,rural,7,1.1239436892678012,352390956.19
PA,rural,8,1.0158084785125197,293702934.5233334
PA,rural,9,1.0327765353231604,303365266.86333334
PA,rural,10,1.183691166060706,413948177.97333336
PA,rural,11,1.1328824055423223,380923391.3233333
PA,rural,12,1.0008440298861614,293575926.02333325
PB,comercial,1,1.0362517044109456,480109479.38
PB,comercial,2,0.987904061636373,471220440.31999993
PB,comercial,3,1.0010227561266103,297219018.6049999
PB,comercial,4,1.0201007645735298,342533903.2200001
PB,comercial,5,1.0362790503627413,403740211.22
PB,comercial,6,0.9680635218413082,349277736.0200002
PB,comercial,7,0.9397709794066578,300517128.0000001
PB,comercial,8,0.9528675867819836,301901420.87999994
PB,comercial,9,0.9164554001988016,317358740.4799999
PB,comercial,10,1.010058489660294,283229520.0799999
PB,comercial,11,1.0431765408194862,344274048.0199999
PB,comercial,12,1.088049144181268,356188726.08000016
PB,industrial,1,0.9908050607733933,3669049085.645001
PB,industrial,2,0.9485122742110296,3392836787.519999
PB,industrial,3,1.0413328731885785,4296821131.804999
PB,industrial,4,0.9457423873007512,3481892835.2449994
PB,industrial,5,1.0146676971462811,4002914655.045
PB,industrial,6,0.9514435590450128,3509560956.0200005
PB,industrial,7,1.077696851628739,4819685654.044999
PB,industrial,8,1.033588571658696,4348974931.92
PB,industrial,9,1.0328786073815917,4350700464.844999
PB,industrial,10,1.040101397701355,4312149131.205
PB,industrial,11,0.9921391592178856,3826453932.4049993
PB,industrial,12,0.9310915607466878,3406632153.1249995
PB,outros,1,0.9699382590638,979522486.6049998
PB,outros,2,0.9230977269974724,976311766.125
PB,outros,3,1.0113920905564366,1127811521.78
PB,outros,4,1.0289241401448028,1217632291.2800002
PB,outros,5,1.0448833729436784,1211570002.58
PB,outros,6,0.9802416531906156,1068065627.445
PB,outros,7,0.9501992770688104,931945329.92
PB,outros,8,0.993483247630354,1063467244.845
PB,outros,9,0.9704397749349064,846327967.805
PB,outros,10,1.0328903167066164,920947319.645
PB,outros,11,1.041632709862894,967973600.1800002
PB,outros,12,1.0528774308996138,942313895.645
PB,residencial,1,1.0639431173286718,
PB,residencial,2,1.0127510638728563,
PB,residencial,3,0.9971296165095044,
PB,residencial,4,1.0129022947788118,
PB,residencial,5,1.0616911089156365,
PB,residencial,6,0.9467109563395852,
PB,residencial,7,0.9124959433419548,
PB,residencial,8,0.9496176456952408,
PB,residencial,9,0.9022016634093688,
PB,residencial,10,0.9832798431273192,
PB,residencial,11,1.0370631950597904,
PB,residencial,12,1.1202135516212592,
PB,rural,1,1.1910035487185386,504075700.98
PB,rural,2,0.9576950403002,321625666.88000005
PB,rural,3,0.8501576698278145,250007160.5
PB,rural,4,0.8555183827781588,253561688.18
PB,rural,5,0.990667096666016,341461617.92
PB,rural,6,0.8820392249975675,268626066.845
PB,rural,7,0.8139104381526102,226551155.22
PB,rural,8,0.8849692585142624,269424005.805
PB,rural,9,0.9002472904227435,279595033.92
PB,rural,10,1.0896787305146345,414305383.68
PB,rural,11,1.2644563313018518,562536236.205
PB,rural,12,1.319656987805602,610552051.2449999
PE,comercial,1,0.987607345072622,4719921425.333334
PE,comercial,2,1.027947504845265,5035617914.893334
PE,comercial,3,1.004866168185868,4751939628.893333
PE,comercial,4,1.0554226981138553,5335624997.6433325
PE,comercial,5,1.0509665996979405,5261808910.89
PE,comercial,6,1.0014403791438908,4903403912.203334
PE,comercial,7,0.9276440034220546,4210550164.8233337
PE,comercial,8,0.925574670821238,4189634634.0233326
PE,comercial,9,0.9546959524049352,4436758093.08
PE,comercial,10,0.9812429128626116,4892215580.763334
PE,comercial,11,1.0325210328031955,5251320096.333334
PE,comercial,12,1.0500707326265222,5362165419.303333
PE,industrial,1,0.9484607773691062,25998035482.763336
PE,industrial,2,0.962084313872948,27724486894.65333
PE,industrial,3,0.919484465806498,24997640370.72333
PE,industrial,4,1.0096077404785533,30412190773.16333
PE,industrial,5,1.0046413373403331,30302504938.623333
PE,industrial,6,0.9757875603969468,27656429707.33
PE,industrial,7,1.00468791299917,29979405851.24334
PE,industrial,8,1.0577435275919491,33103704409.239998
PE,industrial,9,1.011036894251712,30519414870.763336
PE,industrial,10,1.0479763931221089,32957714341.50333
PE,industrial,11,1.0826808855449812,35255811294.333336
PE,industrial,12,0.9758081912256928,28094603590.17
PE,outros,1,0.9678664368235964,3269024564.333333
PE,outros,2,0.978492179394023,3273805550.543334
PE,outros,3,1.0320493198228569,3862147886.243333
PE,outros,4,0.9600365535252634,3574340355.67
PE,outros,5,0.9732972312164362,3567206380.663333
PE,outros,6,0.9518283665662224,3239978815.243334
PE,outros,7,1.0268459297225765,3293506703.1100006
PE,outros,8,0.9659411508292826,3066783558.9733334
PE,outros,9,0.9980806057642329,3227899286.41
PE,outros,10,1.008072148892301,3107053366.8633337
PE,outros,11,1.0546071925005478,3598287096.333333
PE,outros,12,1.0828828849426615,3681755401.4033337
PE,residencial,1,1.0461532518199916,130415416328.0
PE,residencial,2,1.0302882734221177,126348819126.08
PE,residencial,3,1.0766599847880876,138152331739.805
PE,residencial,4,1.0294406884713143,126342384770.88002
PE,residencial,5,1.094398056553409,142683163984.80502
PE,residencial,6,0.9414552901658994,105600959701.20502
PE,residencial,7,0.91267372107817,99142883395.20502
PE,residencial,8,0.9156035410850516,99740696997.77998
PE,residencial,9,0.9065657635667832,97840477025.28
PE,residencial,10,0.9129267315112456,99134423010.605
PE,residencial,11,1.032811032288688,127040762112.5
PE,residencial,12,1.1010236652492411,144296808561.405
PE,rural,1,1.144833806547071,588092701.0
PE,rural,2,0.8211409715266647,345959812.1033333
PE,rural,3,0.9233596430037276,400988688.69
PE,rural,4,0.9754384898147848,403815893.82333326
PE,rural,5,1.0261323208079485,453464430.1633334
PE,rural,6,0.981428964734457,407090465.11
PE,rural,7,0.8673509545630358,322164740.32
PE,rural,8,0.9015980042259872,341531040.97
PE,rural,9,1.017374066310729,437736359.29333335
PE,rural,10,0.9983261577127646,434825387.68
PE,rural,11,1.1769481570562894,579888556.3333334
PE,rural,12,1.1660684636965395,568476193.0300001
PI,comercial,1,0.9402257450044872,433268484.5
PI,comercial,2,0.9032278697338992,421486578.0
PI,comercial,3,0.8987545447822202,328217820.5
PI,comercial,4,0.9399259242972702,376970882.0
PI,comercial,5,0.9906316023018236,413453768.0
PI,comercial,6,0.9769837637093016,424861250.0
PI,comercial,7,0.9949130420008834,406495584.5
PI,comercial,8,1.0310834121195525,446975100.5
PI,comercial,9,1.0681292587032951,470079122.0
PI,comercial,10,1.115788758322523,480996128.0
PI,comercial,11,1.0807696997195675,451140722.0
PI,comercial,12,1.0595663793051755,439620552.0
PI,industrial,1,0.9586835397165954,34163378.0
PI,industrial,2,0.7867629193725729,13122564.5
PI,industrial,3,0.928539366560558,30889800.0
PI,industrial,4,0.9467247038087904,35667458.0
PI,industrial,5,1.0620138119613067,48659112.5
PI,industrial,6,1.0527234766279707,40960300.5
PI,industrial,7,1.0653247293407404,35431362.0
PI,industrial,8,1.045014474968394,40473004.5
PI,industrial,9,0.9742992097449688,28020098.0
PI,industrial,10,1.0999164034542257,47628800.0
PI,industrial,11,1.03068363854995,46880244.5
PI,industrial,12,1.0493137258939271,47355912.0
PI,outros,1,0.8790509672688989,1089371164.5
PI,outros,2,0.8541144178526442,1058506060.5
PI,outros,3,0.9213739166400332,1220723460.5
PI,outros,4,0.9650203981876632,1371675064.5
PI,outros,5,1.0076140700494445,1512885024.5
PI,outros,6,1.0021093794062903,1507279512.5
PI,outros,7,0.96632889022579,1301112072.0
PI,outros,8,1.0339944727491492,1538294044.5
PI,outros,9,1.1040514372732229,1830427512.5
PI,outros,10,1.1507961873249233,1988975520.5
PI,outros,11,1.092094527269651,1768697288.0
PI,outros,12,1.023451335752289,1478483442.0
PI,residencial,1,0.982738133555484,23367760928.0
PI,residencial,2,0.8899816347009485,19160010012.5
PI,residencial,3,0.8578828786186266,17805920760.5
PI,residencial,4,0.9020868281045876,19686637164.5
PI,residencial,5,0.9613722854384004,22359357512.0
PI,residencial,6,0.9674657780638808,22640856012.5
PI,residencial,7,0.9957839332033246,23987289480.5
PI,residencial,8,1.0086934131056289,24612704712.0
PI,residencial,9,1.0638983660563832,27383382264.5
PI,residencial,10,1.1231747354071606,30519815922.0
PI,residencial,11,1.125396747259405,30639758604.5
PI,residencial,12,1.1215252664861692,30425757880.5
PI,rural,1,0.8136516293001724,207122304.5
PI,rural,2,0.73124606798897,155849512.5
PI,rural,3,0.8201494242440366,179096738.0
PI,rural,4,0.8889208840256281,235423300.5
PI,rural,5,1.0345015383748626,327142620.5
PI,rural,6,1.0988409761716218,358102322.0
PI,rural,7,1.0417880829939936,319059060.5
PI,rural,8,1.1028974030729937,366338312.0
PI,rural,9,1.1499219075222304,401577800.0
PI,rural,10,1.1865799876679617,427196450.0
PI,rural,11,1.1101088286754326,372208328.0
PI,rural,12,1.0213932699620962,321970688.0
PR,comercial,1,1.0253483252264246,8245308844.819995
PR,comercial,2,1.107138523714143,15093714636.044992
PR,comercial,3,1.1512402100588208,11174541957.604996
PR,comercial,4,1.022593059790778,11836742135.804996
PR,comercial,5,0.9219144618152636,6020753431.219996
PR,comercial,6,0.8933696316263052,5880310836.479998
PR,comercial,7,0.9323407163261934,1413662695.3799987
PR,comercial,8,0.9255323534455124,3814810347.645
PR,comercial,9,0.934452437707275,5040722580.479998
PR,comercial,10,1.0082758005908756,5471291303.120002
PR,comercial,11,1.0042251944850316,6037246728.0
PR,comercial,12,1.0735692852133765,6131684874.004997
PR,industrial,1,0.976784271572914,532763837768.00006
PR,industrial,2,0.9738112942167751,495259688851.28
PR,industrial,3,1.0527954522029683,608076862100.48
PR,industrial,4,1.008445664956236,555325730875.1251
PR,industrial,5,1.040256820623296,612960756569.78
PR,industrial,6,1.0030835479218203,559946002125.125
PR,industrial,7,1.0260982472729248,601651186980.9799
PR,industrial,8,1.0029205344203065,559795211724.5001
PR,industrial,9,0.9710136406650548,524640315168.0
PR,industrial,10,1.0376173191795863,642474715923.605
PR,industrial,11,0.9889326587095674,573582512576.2051
PR,industrial,12,0.91824054825855,489021534176.1799
PR,outros,1,1.0496465915561983,8889737798.045
PR,outros,2,1.0274490364083348,8842385426.405003
PR,outros,3,1.140038680178275,9770132791.124998
PR,outros,4,1.0722743482288737,7722423647.644999
PR,outros,5,0.9800905967858182,6021313086.604999
PR,outros,6,0.9475095795405716,5793055632.719998
PR,outros,7,0.9622254240525252,5737207944.844999
PR,outros,8,0.9237008775056692,4812530967.38
PR,outros,9,0.9355014740377248,5265175653.125001
PR,outros,10,0.9903804267866244,5441998868.48
PR,outros,11,0.966433807204062,5964318527.445001
PR,outros,12,1.0047491577153234,6169983046.579999
PR,residencial,1,1.0578103346442127,
PR,residencial,2,1.1373193271686437,
PR,residencial,3,1.1515929359966957,
PR,residencial,4,0.991409572712498,
PR,residencial,5,0.9046952512113348,
PR,residencial,6,0.906438999789378,
PR,residencial,7,0.9324179859356502,
PR,residencial,8,0.9343911478395942,
PR,residencial,9,0.9490967493310266,
PR,residencial,10,0.9916252811258576,
PR,residencial,11,0.9856012234763156,
PR,residencial,12,1.0576011907687932,
PR,rural,1,1.0278863590420035,7933502437.244999
PR,rural,2,1.1279877756967491,10341650362.805
PR,rural,3,1.0950088620448664,8483690514.605001
PR,rural,4,1.0421260048562229,6152954312.0
PR,rural,5,0.9890089986584082,4537405269.619999
PR,rural,6,0.945826874226258,3661942526.045001
PR,rural,7,0.917367707273915,3337167225.7799997
PR,rural,8,0.9198356953296536,2681550791.120001
PR,rural,9,0.9141164540469792,2716788441.919999
PR,rural,10,1.012054627741142,5634994032.020001
PR,rural,11,1.003598749948823,4843553306.804999
PR,rural,12,1.005181891134979,5502917667.845001
RJ,comercial,1,1.10000780736807,5656033353.620005
RJ,comercial,2,1.1576743757856642,2093802058.444997
RJ,comercial,3,1.1466347064722064,3185161242.245004
RJ,comercial,4,1.0583998760993574,4217733643.5200014
RJ,comercial,5,0.9822847766749412,7082463636.125
RJ,comercial,6,0.9151472604403204,5728748688.044998
RJ,comercial,7,0.8663819817134656,6626871300.005003
RJ,comercial,8,0.8773480278003339,9615627429.119995
RJ,comercial,9,0.9181993818700708,7827006728.0
RJ,comercial,10,0.9547292178415908,9969821390.420006
RJ,comercial,11,0.958534101795364,11007733525.605
RJ,comercial,12,1.0646584861386157,15129092510.720003
RJ,industrial,1,1.0303830806061582,214444057960.125
RJ,industrial,2,0.9876275428208624,194502466623.38
RJ,industrial,3,1.045084627394275,222424557147.00504
RJ,industrial,4,1.0236426466170157,216598810753.125
RJ,industrial,5,1.052965638588039,230914284326.04495
RJ,industrial,6,1.0101353683268677,212730620310.60495
RJ,industrial,7,1.0027354020991748,211005930537.68
RJ,industrial,8,1.0244361168657268,220655947415.805
RJ,industrial,9,0.965196916687994,193959912395.205
RJ,industrial,10,0.9872463346380964,203658363433.84503
RJ,industrial,11,0.9942019691354392,208084617249.62
RJ,industrial,12,0.8763443562203517,159096394880.81995
RJ,outros,1,1.0558647422704557,15572965810.205004
RJ,outros,2,1.046245659547541,18795425174.48
RJ,outros,3,1.0974321894225991,21304897188.980003
RJ,outros,4,1.0144830754583698,13629681918.404997
RJ,outros,5,0.97017644440448,10047736161.125
RJ,outros,6,0.9289480162417474,9174854806.605003
RJ,outros,7,0.9522280662870798,10502526366.720003
RJ,outros,8,0.9684992559962264,10013870288.180004
RJ,outros,9,0.9526309634100972,11568026354.58
RJ,outros,10,0.9935339746657774,12991140288.02
RJ,outros,11,0.9814554977098784,12680806780.444994
RJ,outros,12,1.0385021145857496,11148320792.18
RJ,residencial,1,1.1302998876778836,759071059533.405
RJ,residencial,2,1.291741185280166,992629791628.88
RJ,residencial,3,1.3104133279746228,1020958196550.48
RJ,residencial,4,1.074570428625046,685973719081.2798
RJ,residencial,5,0.9414030503405638,526333075211.52
RJ,residencial,6,0.8797524605692546,459418445088.02
RJ,residencial,7,0.8207603900249163,399698464050.00006
RJ,residencial,8,0.8064635397643665,385730301290.445
RJ,residencial,9,0.8663061604854368,445300604929.44495
RJ,residencial,10,0.9068721796310648,488082472856.18
RJ,residencial,11,0.9173449452985336,499461944829.62006
RJ,residencial,12,1.0540724443281455,659876349132.005
RJ,rural,1,1.2312735915386162,100956366.08
RJ,rural,2,1.122558818582619,82739961.60499999
RJ,rural,3,1.1895760209328807,82105705.125
RJ,rural,4,0.979284940292211,58720284.5
RJ,rural,5,0.9563806409453984,56556930.12499999
RJ,rural,6,0.914625168535608,51880353.84499999
RJ,rural,7,0.9026064083510944,49942016.82000001
RJ,rural,8,0.942467664599664,54047764.805
RJ,rural,9,0.9358916739962996,54061281.61999999
RJ,rural,10,0.951425900855568,55701901.52
RJ,rural,11,0.9185211327798656,50762888.00000001
RJ,rural,12,0.9553880385901736,55700846.045
RN,comercial,1,1.053965257456271,192432962.0
RN,comercial,2,0.9978738226958792,235944364.5
RN,comercial,3,1.008959217798575,109934792.0
RN,comercial,4,1.0125362234111328,82574100.5
RN,comercial,5,1.0310303391169282,107531112.5
RN,comercial,6,0.9952049113874382,119073312.0
RN,comercial,7,0.9740751073355473,68866848.0
RN,comercial,8,0.9821925844686896,55704012.5
RN,comercial,9,0.9613950100402562,18271012.5
RN,comercial,10,0.9837651380197214,4312984.5
RN,comercial,11,0.973490383198262,5130245.119999991
RN,comercial,12,1.0255120050713007,6232921.24499999
RN,industrial,1,0.9292969027062756,4176705804.5
