,Coluna1,DataExcel,SetorIndustrial,UF,Regiao,Consumo,DataVersao
2762,20250901,2025-09-01,13 - FABRICAÇÃO DE PRODUTOS TÊXTEIS,RJ,Sudeste,"2885,198",23/02/2026
2763,20250901,2025-09-01,13 - FABRICAÇÃO DE PRODUTOS TÊXTEIS,RN,Nordeste,9901,23/02/2026
2764,20250901,2025-09-01,13 - FABRICAÇÃO DE PRODUTOS TÊXTEIS,RO,Norte,"3,956",23/02/2026
2765,20250901,2025-09-01,13 - FABRICAÇÃO DE PRODUTOS TÊXTEIS,RS,Sul,"9911,626",23/02/2026
2766,20250901,2025-09-01,13 - FABRICAÇÃO DE PRODUTOS TÊXTEIS,SC,Sul,"144304,737",23/02/2026
2767,20250901,2025-09-01,13 - FABRICAÇÃO DE PRODUTOS TÊXTEIS,SE,Nordeste,"12717,495",23/02/2026
2768,20250901,2025-09-01,13 - FABRICAÇÃO DE PRODUTOS TÊXTEIS,SP,Sudeste,"170609,394",23/02/2026
2769,20250901,2025-09-01,13 - FABRICAÇÃO DE PRODUTOS TÊXTEIS,TO,Norte,"9,009",23/02/2026
2770,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,AC,Norte,"0,692",23/02/2026
2771,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,AL,Nordeste,"15,454",23/02/2026
2772,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,AM,Norte,424,23/02/2026
2773,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,AP,Norte,"16,597",23/02/2026
2774,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,BA,Nordeste,4198,23/02/2026
2775,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,CE,Nordeste,"1935,701",23/02/2026
2776,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,DF,Centro-Oeste,"3,618",23/02/2026
2777,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,ES,Sudeste,"729,145",23/02/2026
2778,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,GO,Centro-Oeste,822,23/02/2026
2779,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,MA,Nordeste,"89,75",23/02/2026
2780,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,MG,Sudeste,"6233,522",23/02/2026
2781,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,MS,Centro-Oeste,"205,29",23/02/2026
2782,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,MT,Centro-Oeste,"85,428",23/02/2026
2783,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,PA,Norte,"52,91",23/02/2026
2784,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,PB,Nordeste,"134,251",23/02/2026
2785,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,PE,Nordeste,"489,675",23/02/2026
2786,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,PI,Nordeste,"111,8",23/02/2026
2787,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,PR,Sul,"4284,17",23/02/2026
2788,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,RJ,Sudeste,"2673,992",23/02/2026
2789,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,RN,Nordeste,5379,23/02/2026
2790,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,RO,Norte,"25,994",23/02/2026
2791,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,RR,Norte,"5,172",23/02/2026
2792,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,RS,Sul,"1984,455",23/02/2026
2793,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,SC,Sul,"7367,071",23/02/2026
2794,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,SE,Nordeste,"118,681",23/02/2026
2795,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,SP,Sudeste,"16420,031",23/02/2026
2796,20250901,2025-09-01,14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,TO,Norte,"19,585",23/02/2026
2797,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",AC,Norte,"149,961",23/02/2026
2798,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",AL,Nordeste,"8,696",23/02/2026
2799,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",AM,Norte,24,23/02/2026
2800,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",BA,Nordeste,13164,23/02/2026
2801,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",CE,Nordeste,"23444,454",23/02/2026
2802,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",DF,Centro-Oeste,"3,599",23/02/2026
2803,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",ES,Sudeste,"77,944",23/02/2026
2804,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",GO,Centro-Oeste,2477,23/02/2026
2805,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",MA,Nordeste,"617,17",23/02/2026
2806,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",MG,Sudeste,"13761,744",23/02/2026
2807,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",MS,Centro-Oeste,"2593,934",23/02/2026
2808,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",MT,Centro-Oeste,"2815,52",23/02/2026
2809,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",PA,Norte,"782,83",23/02/2026
2810,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",PB,Nordeste,"6944,872",23/02/2026
2811,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",PE,Nordeste,"575,831",23/02/2026
2812,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",PI,Nordeste,"139,52",23/02/2026
2813,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",PR,Sul,"3838,006",23/02/2026
2814,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",RJ,Sudeste,"142,162",23/02/2026
2815,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",RN,Nordeste,3,23/02/2026
2816,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",RO,Norte,"1215,318",23/02/2026
2817,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",RR,Norte,"791,965",23/02/2026
2818,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",RS,Sul,"30756,434",23/02/2026
2819,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",SC,Sul,"2771,26",23/02/2026
2820,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",SE,Nordeste,"749,106",23/02/2026
2821,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",SP,Sudeste,"15406,859",23/02/2026
2822,20250901,2025-09-01,"15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",TO,Norte,"452,892",23/02/2026
2823,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,AC,Norte,"404,499",23/02/2026
2824,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,AL,Nordeste,"96,257",23/02/2026
2825,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,AM,Norte,1866,23/02/2026
2826,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,AP,Norte,"613,103",23/02/2026
2827,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,BA,Nordeste,523,23/02/2026
2828,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,CE,Nordeste,"32,533",23/02/2026
2829,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,DF,Centro-Oeste,"44,635",23/02/2026
2830,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,ES,Sudeste,"8284,134",23/02/2026
2831,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,GO,Centro-Oeste,"345,617",23/02/2026
2832,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,MA,Nordeste,"252,38",23/02/2026
2833,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,MG,Sudeste,"15456,566",23/02/2026
2834,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,MS,Centro-Oeste,"6325,862",23/02/2026
2835,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,MT,Centro-Oeste,"3197,948",23/02/2026
2836,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,PA,Norte,"8023,34",23/02/2026
2837,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,PB,Nordeste,"83,563",23/02/2026
2838,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,PE,Nordeste,"106,745",23/02/2026
2839,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,PI,Nordeste,"45,92",23/02/2026
2840,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,PR,Sul,"94113,115",23/02/2026
2841,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,RJ,Sudeste,"184,768",23/02/2026
2842,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,RN,Nordeste,9,23/02/2026
2843,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,RO,Norte,"2836,915",23/02/2026
2844,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,RR,Norte,"81,941",23/02/2026
2845,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,RS,Sul,"29102,926",23/02/2026
2846,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,SC,Sul,"72477,018",23/02/2026
2847,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,SE,Nordeste,"308,14",23/02/2026
2848,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,SP,Sudeste,"70556,304",23/02/2026
2849,20250901,2025-09-01,16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA,TO,Norte,"60,699",23/02/2026
2850,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",AC,Norte,"0,03",23/02/2026
2851,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",AL,Nordeste,"218,226",23/02/2026
2852,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",AM,Norte,6114,23/02/2026
2853,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",AP,Norte,"0,048",23/02/2026
2854,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",BA,Nordeste,22188,23/02/2026
2855,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",CE,Nordeste,"7049,094",23/02/2026
2856,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",DF,Centro-Oeste,"30,778",23/02/2026
2857,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",ES,Sudeste,"19825,271",23/02/2026
2858,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",GO,Centro-Oeste,13208,23/02/2026
2859,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",MA,Nordeste,"504,37",23/02/2026
2860,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",MG,Sudeste,"49726,358",23/02/2026
2861,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",MS,Centro-Oeste,"1456,777",23/02/2026
2862,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",MT,Centro-Oeste,"59,778",23/02/2026
2863,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",PA,Norte,"2827,75",23/02/2026
2864,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",PB,Nordeste,"2979,668",23/02/2026
2865,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",PE,Nordeste,"14722,118",23/02/2026
2866,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",PI,Nordeste,"60,44",23/02/2026
2867,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",PR,Sul,"179835,546",23/02/2026
2868,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",RJ,Sudeste,"21499,217",23/02/2026
2869,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",RN,Nordeste,141,23/02/2026
2870,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",RO,Norte,"11,721",23/02/2026
2871,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",RS,Sul,"21314,117",23/02/2026
2872,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",SC,Sul,"118696,891",23/02/2026
2873,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",SE,Nordeste,"839,849",23/02/2026
2874,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",SP,Sudeste,"335643,34",23/02/2026
2875,20250901,2025-09-01,"17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",TO,Norte,"0,27",23/02/2026
2876,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,AC,Norte,"2,167",23/02/2026
2877,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,AL,Nordeste,"50,036",23/02/2026
2878,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,AM,Norte,2827,23/02/2026
2879,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,AP,Norte,"36,87",23/02/2026
2880,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,BA,Nordeste,241,23/02/2026
2881,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,CE,Nordeste,"268,485",23/02/2026
2882,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,DF,Centro-Oeste,"88,097",23/02/2026
2883,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,ES,Sudeste,"135,279",23/02/2026
2884,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,GO,Centro-Oeste,"240,726",23/02/2026
2885,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,MA,Nordeste,"45,18",23/02/2026
2886,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,MG,Sudeste,"2873,136",23/02/2026
2887,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,MS,Centro-Oeste,"45,471",23/02/2026
2888,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,MT,Centro-Oeste,"134,45",23/02/2026
2889,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,PA,Norte,"202,98",23/02/2026
2890,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,PB,Nordeste,"817,754",23/02/2026
2891,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,PE,Nordeste,"681,702",23/02/2026
2892,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,PI,Nordeste,"234,58",23/02/2026
2893,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,PR,Sul,"3709,006",23/02/2026
2894,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,RJ,Sudeste,"512,563",23/02/2026
2895,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,RN,Nordeste,80,23/02/2026
2896,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,RO,Norte,"28,543",23/02/2026
2897,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,RS,Sul,"1780,22",23/02/2026
2898,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,SC,Sul,"3174,847",23/02/2026
2899,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,SE,Nordeste,"22,205",23/02/2026
2900,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,SP,Sudeste,"24937,85",23/02/2026
2901,20250901,2025-09-01,18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,TO,Norte,"77,231",23/02/2026
2902,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",AC,Norte,"11,658",23/02/2026
2903,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",AL,Nordeste,"19,831",23/02/2026
2904,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",AM,Norte,1189,23/02/2026
2905,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",AP,Norte,"0,837",23/02/2026
2906,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",BA,Nordeste,"33533,131",23/02/2026
2907,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",CE,Nordeste,"1441,311",23/02/2026
2908,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",ES,Sudeste,"271,213",23/02/2026
2909,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",GO,Centro-Oeste,2030,23/02/2026
2910,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",MA,Nordeste,"437,91",23/02/2026
2911,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",MG,Sudeste,"31465,335",23/02/2026
2912,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",MS,Centro-Oeste,"468,719",23/02/2026
2913,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",MT,Centro-Oeste,"4185,023",23/02/2026
2914,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",PA,Norte,"1016,24",23/02/2026
2915,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",PB,Nordeste,"426,538",23/02/2026
2916,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",PE,Nordeste,"10244,087",23/02/2026
2917,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",PI,Nordeste,"250,17",23/02/2026
2918,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",PR,Sul,"25361,43",23/02/2026
2919,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",RJ,Sudeste,"26951,551",23/02/2026
2920,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",RN,Nordeste,128,23/02/2026
2921,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",RO,Norte,"611,206",23/02/2026
2922,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",RR,Norte,"3,2",23/02/2026
2923,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",RS,Sul,"10013,564",23/02/2026
2924,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",SC,Sul,"5202,517",23/02/2026
2925,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",SE,Nordeste,"109,738",23/02/2026
2926,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",SP,Sudeste,"80308,746",23/02/2026
2927,20250901,2025-09-01,"19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",TO,Norte,"583,801",23/02/2026
2928,20250901,2025-09-01,20 - FABRICAÇÃO DE PRODUTOS QUÍMICOS,AC,Norte,"19,99",23/02/2026
2929,20250901,2025-09-01,20 - FABRICAÇÃO DE PRODUTOS QUÍMICOS,AL,Nordeste,"46817,906",23/02/2026
2930,20250901,2025-09-01,20 - FABRICAÇÃO DE PRODUTOS QUÍMICOS,AM,Norte,13293,23/02/2026
